📡👉公告,#genre#
小草,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f580000bqvq5p2kgg1hr4fgtkng&ratio=720p&line=0
小九老乐,https://vd3.bdstatic.com/mda-maqs355itqp221rx/v2-hknm/hd/mda-maqs355itqp221rx.mp4?pd=19&vt=1
办班,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f830000bqvq3vcssiod1f1acv10&ratio=720p&line=0
年前年后,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f250000br00c6t03hnekstiv2rg&ratio=720p&line=0
卖梨,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f850000bqvq43ueankk4sopbea0&ratio=720p&line=0
城市打工妹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fb00000br0007k2v0nbugkvpqc0&ratio=720p&line=0
如此竞争,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fe60000br000frls1kbc9rjapeg&ratio=720p&line=0
儿子大了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f020000bqvq3u89lgt8of4fk0tg&ratio=720p&line=0
同学会,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f9c0000brabn8v70gfhplsfi78g&ratio=720p&line=0
拜年,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00fg10000c83hhi3c77u01a8d7hp0&ratio=720p&line=0
送水,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00fg10000c6maam3c77u27tbr0bm0&ratio=720p&line=0
辽宁小品,http://epg.112114.xyz/douyu/9322175
新虎口遐想,https://vd4.bdstatic.com/mda-jarfmdf8su7sckk3/hd/mda-jarfmdf8su7sckk3.mp4?auth_key=1655295819-0-0-df94f7531d93ff90ad12888c89a672ca&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3219421685&vid=8705230262897615568&abtest=all
冯巩郭冬临狗不理包子,https://vd2.bdstatic.com/mda-jdqwqnk1xxszhw8c/mda-jdqwqnk1xxszhw8c.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2275698282&vid=17330773072848394300&auth_key=1655291275-0-0-73fe6c276ababcdb43b87a4fda6002df&bcevod_channel=searchbox_feed
牛群冯巩领导冒号,https://vdse.bdstatic.com//123b1e01f5128d0e71b4f392ec1a971c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T06%3A54%3A23Z%2F-1%2Fhost%2F6274ff464fd635b6108aacc556df42224f265e9b3f4bd3a37a74cbdbf985d0b8
冯巩相声,https://vdse.bdstatic.com//65873c285f222c4cfeecf527f3e84259.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T09%3A55%3A46Z%2F-1%2Fhost%2F9119b3500a8e21fb21665d9576bbf410e5a0fa8904ccc1ce0d3aabde21c99c8a
牛群冯巩我的儿子,https://vdse.bdstatic.com//f27179e048a85dd2f00d16f6a13ac370.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T08%3A43%3A23Z%2F-1%2Fhost%2F026eb7ddc17de37a053903ceb90523b0265d8e5c7ed8eb5b20f5cc0de186f27c
牛群冯巩两个弄潮儿,https://vd3.bdstatic.com/mda-mkqdhm17rs7198m6/hd/cae_h264/1637859905115117938/mda-mkqdhm17rs7198m6.mp4?pd=19&vt=1
要条件,https://vd2.bdstatic.com/mda-kgah4byryi8gsqk8/v1-cae/mda-kgah4byryi8gsqk8.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1347013120&vid=11361264719745011699&auth_key=1655290347-0-0-5dfca4bc79fbe4b6685de35fd1e0a622&bcevod_channel=searchbox_feed
岳云鹏相声给我个机会,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fab0000buf8p6s0srttfb9ulotg&ratio=720p&line=0
孔云龙扒马褂,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c7la4l3c77u5vs0abgs0&ratio=720p&line=0
经典小品[1920x1080],http://epg.112114.xyz/douyu/9067836
经典小品[1920x1080],http://epg.112114.xyz/douyu/9067836
相声小品[960x540],http://epg.112114.xyz/douyu/9286868
yy小品,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1354931503
yy小品2,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1382741642
yy小品3,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1354936198
经典小品,http://epg.112114.xyz/douyu/9067836

吃面,https://vd3.bdstatic.com/mda-kihjn2cq7103ivig/v1-cae/hd/mda-kihjn2cq7103ivig.mp4
非诚来扰,https://vd3.bdstatic.com/mda-jk4sx2ggq7u355d6/hd/mda-jk4sx2ggq7u355d6.mp4
幸福密码,https://vd3.bdstatic.com/mda-kj9ispnax8gpirkf/hd/mda-kj9ispnax8gpirkf.mp4
狭路相逢,https://vd3.bdstatic.com/mda-kanfj7h320ueqgkg/v1-cae/hd/mda-kanfj7h320ueqgkg.mp4
最佳酒友,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
整容归来,https://vd3.bdstatic.com/mda-ji1xe9cmasuh0722/hd/mda-ji1xe9cmasuh0722.mp4
老王卖瓜,https://vd3.bdstatic.com/mda-jkrk9bk95f9utr9r/hd/mda-jkrk9bk95f9utr9r.mp4
策划,https://vd3.bdstatic.com/mda-ki60ag5ub193axs9/hd/mda-ki60ag5ub193axs9.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
不差钱,https://vdse.bdstatic.com//769f31778a85f33825c44a9b0c70ac37.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A24%3A57Z%2F-1%2Fhost%2F9d4a74ab09dc18c2f4d9b0b8f77c621471a15359ec3b77c186f51611f4712005
就差钱,https://vdse.bdstatic.com//812d49e751aa31530ec39debfe54a359.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T08%3A49%3A09Z%2F-1%2Fhost%2Fa58bdb86d23b53b6909e8e19d85dad9fed3adeba4a664a22eef9a7d32ac2486a
昨天今天明天,https://vd3.bdstatic.com/mda-ia4xz7n2s4hxbhby/logo/hd/mda-ia4xz7n2s4hxbhby.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
捐助,https://vd3.bdstatic.com/mda-jaqz8g17b9cvryks/hd/mda-jaqz8g17b9cvryks.mp4?pd=19&vt=1
捐助后传,https://vd3.bdstatic.com/mda-kbsrpz9zmbbvznjw/hd/mda-kbsrpz9zmbbvznjw.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
小崔说事,https://vdse.bdstatic.com//2f54cd59170279f94c5b354179bda8c0.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T04%3A47%3A48Z%2F-1%2Fhost%2Fc0d35c8c0a00af3226ac1bc3a1510c1474d8054a30290740da4a2d567924f779
中奖了,https://vd3.bdstatic.com/mda-kmkh9zy2b3gnx4bq/mda-kmkh9zy2b3gnx4bq.mp4?pd=19&vt=1
卖拐,https://vd3.bdstatic.com/mda-mdgia7vnkscvxh6d/v1-hknm/hd/mda-mdgia7vnkscvxh6d.mp4?pd=19&vt=1
功夫,https://vd3.bdstatic.com/mda-mjn3rmcivntas8ez/hd/cae_h264_nowatermark/1635016788091110865/mda-mjn3rmcivntas8ez.mp4?pd=19&vt=1
相亲1,https://vd3.bdstatic.com/mda-ki5quadqsdi1tk9e/mda-ki5quadqsdi1tk9e.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3024484252&vid=10808391094376007907&auth_key=1655295624-0-0-6fb10727b6c3c195f08ff9bebe036cd0&bcevod_channel=searchbox_feed
相亲2,https://vd3.bdstatic.com/mda-kipkytij74rnn9k3/hd/mda-kipkytij74rnn9k3.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
钟点工,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c8e2e53c77ua6v88gk9g&ratio=720p&line=0
火炬手,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c54t79jc77u7est4rcn0&ratio=720p&line=0
火炬手,https://vd3.bdstatic.com/mda-jar0302925j1nwep/hd/mda-jar0302925j1nwep.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
生日快乐,https://vd3.bdstatic.com/mda-mkskgzkzsgvgcntm/540p/h264_cae/1638023743815756700/mda-mkskgzkzsgvgcntm.mp4?pd=19&vt=1
狭路相逢,https://vd3.bdstatic.com/mda-kd0mku18u3rui7gz/v1-cae/hd/mda-kd0mku18u3rui7gz.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
超级大明星,https://vd3.bdstatic.com/mda-ji3f9bxs1cxwmui7/hd/mda-ji3f9bxs1cxwmui7.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
阳仔演笑会2,https://vdse.bdstatic.com//b837548733e6bd32629f9134457ad811.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T12%3A24%3A48Z%2F-1%2Fhost%2F21b407cd58e7d2f39864128a9160659f1f4845e2cf4c01c6e2a3f30be1dbc557
同桌的你,https://vd3.bdstatic.com/mda-kkfwqyn6sc4r5579/mda-kkfwqyn6sc4r5579.mp4?pd=19&vt=1
中奖了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c416nhbc77ueljqcfms0&ratio=720p&line=0
有钱了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c4mruerc77ua2hethfig&ratio=720p&line=0
小草,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f580000bqvq5p2kgg1hr4fgtkng&ratio=720p&line=0
小九老乐,https://vd3.bdstatic.com/mda-maqs355itqp221rx/v2-hknm/hd/mda-maqs355itqp221rx.mp4?pd=19&vt=1
办班,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f830000bqvq3vcssiod1f1acv10&ratio=720p&line=0
年前年后,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f250000br00c6t03hnekstiv2rg&ratio=720p&line=0
卖梨,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f850000bqvq43ueankk4sopbea0&ratio=720p&line=0
城市打工妹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fb00000br0007k2v0nbugkvpqc0&ratio=720p&line=0
如此竞争,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fe60000br000frls1kbc9rjapeg&ratio=720p&line=0
儿子大了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f020000bqvq3u89lgt8of4fk0tg&ratio=720p&line=0
同学会,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f9c0000brabn8v70gfhplsfi78g&ratio=720p&line=0
拜年,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00fg10000c83hhi3c77u01a8d7hp0&ratio=720p&line=0
辽宁小品,http://epg.112114.xyz/douyu/9322175
新虎口遐想,https://vd4.bdstatic.com/mda-jarfmdf8su7sckk3/hd/mda-jarfmdf8su7sckk3.mp4?auth_key=1655295819-0-0-df94f7531d93ff90ad12888c89a672ca&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3219421685&vid=8705230262897615568&abtest=all
冯巩郭冬临狗不理包子,https://vd2.bdstatic.com/mda-jdqwqnk1xxszhw8c/mda-jdqwqnk1xxszhw8c.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2275698282&vid=17330773072848394300&auth_key=1655291275-0-0-73fe6c276ababcdb43b87a4fda6002df&bcevod_channel=searchbox_feed
牛群冯巩领导冒号,https://vdse.bdstatic.com//123b1e01f5128d0e71b4f392ec1a971c.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T06%3A54%3A23Z%2F-1%2Fhost%2F6274ff464fd635b6108aacc556df42224f265e9b3f4bd3a37a74cbdbf985d0b8
冯巩相声,https://vdse.bdstatic.com//65873c285f222c4cfeecf527f3e84259.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T09%3A55%3A46Z%2F-1%2Fhost%2F9119b3500a8e21fb21665d9576bbf410e5a0fa8904ccc1ce0d3aabde21c99c8a
牛群冯巩我的儿子,https://vdse.bdstatic.com//f27179e048a85dd2f00d16f6a13ac370.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T08%3A43%3A23Z%2F-1%2Fhost%2F026eb7ddc17de37a053903ceb90523b0265d8e5c7ed8eb5b20f5cc0de186f27c
牛群冯巩两个弄潮儿,https://vd3.bdstatic.com/mda-mkqdhm17rs7198m6/hd/cae_h264/1637859905115117938/mda-mkqdhm17rs7198m6.mp4?pd=19&vt=1
要条件,https://vd2.bdstatic.com/mda-kgah4byryi8gsqk8/v1-cae/mda-kgah4byryi8gsqk8.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=1347013120&vid=11361264719745011699&auth_key=1655290347-0-0-5dfca4bc79fbe4b6685de35fd1e0a622&bcevod_channel=searchbox_feed
岳云鹏相声给我个机会,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fab0000buf8p6s0srttfb9ulotg&ratio=720p&line=0
孔云龙扒马褂,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c7la4l3c77u5vs0abgs0&ratio=720p&line=0
经典小品[1920x1080],http://epg.112114.xyz/douyu/9067836
相声小品[960x540],http://epg.112114.xyz/douyu/9286868

🎬电影频道,#genre#


神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
大吉大利影院,https://pull.kktv8.com/livekktv/128600025.flv
吃米滴虫✔原,http://159.75.85.63:35455/douyu/315457
冰冰经典✔原,http://159.75.85.63:35455/douyu/74374
星爷影院✔原,http://159.75.85.63:35455/douyu/508118
凌儿影院✔原,http://159.75.85.63:35455/douyu/1377142

小宇60帧✔原,http://159.75.85.63:35455/douyu/323876
恐怖惊悚✔原,http://159.75.85.63:35455/douyu/96577
電影劇場✔原,http://159.75.85.63:35455/douyu/7575350
豆瓣高分✔原,http://159.75.85.63:35455/douyu/8770422
花卷陪看✔原,http://159.75.85.63:35455/douyu/52787
漫威剧情✔原,http://159.75.85.63:35455/douyu/6140589
霍格沃茨✔原,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖✔原,http://159.75.85.63:35455/douyu/1165374
吃奶滴虫✔原,http://159.75.85.63:35455/douyu/263824
变种人片✔原,http://159.75.85.63:35455/douyu/9651304
喜剧电影✔原,http://159.75.85.63:35455/douyu/9292492
女神电影✔原,http://159.75.85.63:35455/douyu/747764

欧美大片✔原,http://159.75.85.63:35455/douyu/2793084
贝爷max✔原,http://159.75.85.63:35455/douyu/4332
贝爷影厅✔原,http://159.75.85.63:35455/douyu/252802
凌儿影院✔原,http://maomao.kandiantv.cn/douyu1.php?id=1377142
小宇60帧✔原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場✔原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
花卷陪看✔原,http://maomao.kandiantv.cn/douyu1.php?id=52787
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
吃奶滴虫✔原,http://maomao.kandiantv.cn/douyu1.php?id=263824
变种人片✔原,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=747764
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802

YY电影台01,https://live.metshop.top/yy/1382749892
YY电影台02,https://live.metshop.top/yy/1382735573
YY电影台03,https://live.metshop.top/yy/24921161
YY电影台04,https://live.metshop.top/yy/1382736803
YY电影台05,https://live.metshop.top/yy/1354930924
YY电影台06,https://live.metshop.top/yy/1382745095
YY电影台07,https://live.metshop.top/yy/1355171357
YY电影台08,https://live.metshop.top/yy/24066336
YY电影台09,https://live.metshop.top/yy/1354143966
YY李连杰台,https://live.metshop.top/yy/1459869766
YY成龍影院,https://live.metshop.top/yy/1354888751
YY林正英频,https://live.metshop.top/yy/1351505899
YY林正英道,https://live.metshop.top/yy/1353685311
YY電影輪播,https://live.metshop.top/yy/1353059120
YY歐美電影,https://live.metshop.top/yy/24923327
YY歐美科幻,https://live.metshop.top/yy/37988782
YY歐美動作,https://live.metshop.top/yy/1382745089
YY連續劇台,https://live.metshop.top/yy/1352227227
YY剧场频道,https://live.metshop.top/yy/1382702247
YY剧场怀旧,https://live.metshop.top/yy/1382627144
菲菲影院,https://live.metshop.top/yy/1456668939
幸福影院,https://live.metshop.top/yy/1382737886
经典鬼片,https://live.metshop.top/yy/29460894
米娜影院,https://live.metshop.top/yy/1382690078
豪哥影院,https://live.metshop.top/yy/23402146
绝版电影,https://live.metshop.top/yy/1454587259
港片电影,https://live.metshop.top/yy/1355479289
泡芙影院,https://live.metshop.top/yy/24407222
数码测评,https://live.metshop.top/yy/11352878
速度与激情,https://live.metshop.top/yy/1382749892
林正英电影,https://live.metshop.top/yy/34229877
林正英鬼片,https://live.metshop.top/yy/1351505899
菲菲影院,https://live.metshop.top/yy/1456668939
幸福影视,https://live.metshop.top/yy/1382737886
豪哥影视,https://live.metshop.top/yy/23402146
封神榜,https://live.metshop.top/yy/1353426319
知否知否,https://live.metshop.top/yy/21881901
正阳门下,https://live.metshop.top/yy/1354931580
雍正王朝,https://live.metshop.top/yy/23206872
下饭神剧,https://live.metshop.top/yy/23512910
武林外传,https://live.metshop.top/yy/1355914397
盜暮笔记,https://live.metshop.top/yy/1382702247
神医喜来乐,https://live.metshop.top/yy/1382714119
地下交通站,https://live.metshop.top/yy/1353428972
宰相刘罗锅,https://live.metshop.top/yy/1382745191
隋唐英雄传,https://live.metshop.top/yy/1352475619
豆瓣高分,http://43.138.170.29:35455/douyu/8770422
爱情公寓,http://43.138.170.29:35455/douyu/6863367

🍎YY直播,#genre#
忠烈杨家将,https://live.metshop.top/yy/1382749909
盗慕笔记鬼灯,https://live.metshop.top/yy/1382765507
豪哥带我们发财,https://live.metshop.top/yy/23402146
纪晓岚,https://live.metshop.top/yy/1354143978
纪晓岚1,https://live.metshop.top/yy/1352227227
【鹿鼎记】小春版,https://live.metshop.top/yy/28265277
弹幕天团 下饭神剧,https://live.metshop.top/yy/23512910
神医喜来乐,https://live.metshop.top/yy/1382714119
【战狼3吴京】首播,https://live.metshop.top/yy/1456668939
斗破苍穹玄幻剧,https://live.metshop.top/yy/1356051105
超级吓人鬼片 恐怖片,https://live.metshop.top/yy/1355641195
隋唐英雄传 蓝光,https://live.metshop.top/yy/1352475619
幸福满院,https://live.metshop.top/yy/1382737886
超喜剧地下交通站男神贾贵,https://live.metshop.top/yy/1353428972
【新三国】蓝光版,https://live.metshop.top/yy/1382705738
知否知否应是绿肥红瘦,https://live.metshop.top/yy/21881901
正阳门下,https://live.metshop.top/yy/1354931580
康熙微服私访记,https://live.metshop.top/yy/1352811698
林正英-经典电影,https://live.metshop.top/yy/34229877
倚天屠龙记,https://live.metshop.top/yy/1449856066
举起手来-惊险抗日,https://live.metshop.top/yy/1382736877
情满四合院,https://live.metshop.top/yy/1382736888
情满四合院1,https://live.metshop.top/yy/1382736848
【战狼4】吴京老师,https://live.metshop.top/yy/1354784284
赵本山《超清版》,https://live.metshop.top/yy/1382683959
少年包青天1-3蓝光版,https://live.metshop.top/yy/38498680
绝版电影 女鬼,https://live.metshop.top/yy/1454587259
电影 古惑仔全集,https://live.metshop.top/yy/1354507447
【火蓝刀锋】臭鱼,https://live.metshop.top/yy/1354784966
我和僵尸有个约会,https://live.metshop.top/yy/1354143966
宰相刘罗锅,https://live.metshop.top/yy/1353892468
宰相刘罗锅1,https://live.metshop.top/yy/1382745191
燕双鹰,https://live.metshop.top/yy/1354143942
燕双鹰1,https://live.metshop.top/yy/1352227153
鬼片恐怖片 美女陪你看,https://live.metshop.top/yy/1335509613
雍正王朝 高清 护眼版,https://live.metshop.top/yy/23206872
YY恐怖电影,https://live.metshop.top/yy/24066336
封神榜,https://live.metshop.top/yy/1353426319
放羊的星星,https://live.metshop.top/yy/1355260662
武侠电视剧,https://live.metshop.top/yy/1459331991
英叔僵尸 3000部,https://live.metshop.top/yy/1353685311
经典鬼片3000部,https://live.metshop.top/yy/29460894
【赌神片 动作片 港片】,https://live.metshop.top/yy/1355112116
新白娘子传奇,https://live.metshop.top/yy/1354490667
济公游记,https://live.metshop.top/yy/1355265814
动漫1,https://live.metshop.top/yy/25055036
动漫2,https://live.metshop.top/yy/26664495
动漫3,https://live.metshop.top/yy/1382788679
动漫4,https://live.metshop.top/yy/1382747970
动漫5,https://live.metshop.top/yy/23993334
丫头动漫 斗罗斗破,https://live.metshop.top/yy/1458722520
进来 陪你看动漫,https://live.metshop.top/yy/1352866135
24H国漫热播,https://live.metshop.top/yy/1353937086
【动漫】斗罗斗破超清全屏,https://live.metshop.top/yy/28796627
斗罗斗破,https://live.metshop.top/yy/1354768828
24灌篮高手正在直播,https://live.metshop.top/yy/1350984033
雪儿动漫,https://live.metshop.top/yy/1354143938
【动漫】斗罗斗破,https://live.metshop.top/yy/1353098382
斗罗斗破动漫,https://live.metshop.top/yy/1420843376
灌篮高手 正在直播,https://live.metshop.top/yy/1351417866
精彩动漫斗罗斗破,https://live.metshop.top/yy/76101626
【动漫】斗罗斗破超清全屏,https://live.metshop.top/yy/1382689904
熊出没之探险日记S1-国漫,https://live.metshop.top/yy/1354930977
超英集结,https://live.metshop.top/yy/1382745091
灌篮高手,https://live.metshop.top/yy/1382735626
【动漫】斗罗斗破,https://live.metshop.top/yy/35742228
动漫奥斯卡正在直播,https://live.metshop.top/yy/1382626335
妖神记之黑狱篇,https://live.metshop.top/yy/1382745173
萌鸡小队S1-国漫,https://live.metshop.top/yy/1382736904
神厨小福贵,https://live.metshop.top/yy/1382736860
动漫6,https://live.metshop.top/yy/1355336008
妖神记,https://live.metshop.top/yy/1382745171
宇宙护卫队--国漫,https://live.metshop.top/yy/1382736837

港片电影,https://live.metshop.top/yy/33897188
高分经典电影,https://live.metshop.top/yy/1382754187
狄仁杰,https://live.metshop.top/yy/1351755386
83射雕英雄传,https://live.metshop.top/yy/1354210357
东北一家人,https://live.metshop.top/yy/1355273385
【新三国】萌儿陪看,https://live.metshop.top/yy/29216766
66车讯,https://live.metshop.top/yy/1382571192
【战狼3吴京】独播,https://live.metshop.top/yy/37999586
雪中悍刀行,https://live.metshop.top/yy/1382660835
速度与激情全集,https://live.metshop.top/yy/1382749892
欢乐集结号-每天笑不停,https://live.metshop.top/yy/1382741642
《仙侠》开局无敌了,https://live.metshop.top/yy/29600150
林正英 僵尸 鬼片,https://live.metshop.top/yy/1351505899
神雕侠侣,https://live.metshop.top/yy/1351762426
赵本山《蓝光版》,https://live.metshop.top/yy/32160832
《石敢当》六耳猕猴,https://live.metshop.top/yy/1394156613
鹿鼎记-周星驰版,https://live.metshop.top/yy/1354658049
鬼片专场,https://live.metshop.top/yy/1355269576
进来 陪你看电视,https://live.metshop.top/yy/1353518742
泡芙陪你看电影,https://live.metshop.top/yy/24407222
天龙八部,https://live.metshop.top/yy/1351814644
港片鬼片全集,https://live.metshop.top/yy/1459869766
爆笑小品,https://live.metshop.top/yy/1354931503
经典电影,https://live.metshop.top/yy/1355142167
火蓝刀锋,https://live.metshop.top/yy/1382737892
狂飙,https://live.metshop.top/yy/1354790484
天龙八部蓝光,https://live.metshop.top/yy/1355652820
相亲交友电影频道,https://live.metshop.top/yy/1453996620
港片赌片 3000部,https://live.metshop.top/yy/1355076627
燕双鹰系列,https://live.metshop.top/yy/1457622044
探案！探案！,https://live.metshop.top/yy/1382829413
神探狄仁杰2,https://live.metshop.top/yy/1382828767
火凤凰之战狼七,https://live.metshop.top/yy/1463088777
鬼片赌片经典电影,https://live.metshop.top/yy/1351496216
真实案件系列,https://live.metshop.top/yy/1382671124
新主播，求照顾,https://live.metshop.top/yy/29197808
新主播，求照顾1,https://live.metshop.top/yy/1382690406
狄仁杰等你哦,https://live.metshop.top/yy/1457579747
玄幻电影,https://live.metshop.top/yy/1455460998
【港片】赌片 动作,https://live.metshop.top/yy/24921161
武林外传,https://live.metshop.top/yy/1353852605
小兵张嘎,https://live.metshop.top/yy/1354930225
西游记后传 蓝光,https://live.metshop.top/yy/1353392400
星爷经典-百看不厌,https://live.metshop.top/yy/1382736808
新白娘子传奇-女神赵雅芝,https://live.metshop.top/yy/1354930969
父母爱情,https://live.metshop.top/yy/1354926650
父母爱情1,https://live.metshop.top/yy/1382746276
抗日神剧,https://live.metshop.top/yy/1460889796
鹿鼎记-高清全集,https://live.metshop.top/yy/1382704650
惊恐鬼怪盗暮,https://live.metshop.top/yy/1382749525
敢死队-精彩动作电影,https://live.metshop.top/yy/1382735573
少年包青天第三部,https://live.metshop.top/yy/1382736814
好先生,https://live.metshop.top/yy/79382500
雪中悍刀行,https://live.metshop.top/yy/1354943110
神探狄仁杰1,https://live.metshop.top/yy/1354930934
【成龙经典】动作,https://live.metshop.top/yy/34460526
燕双鹰专场,https://live.metshop.top/yy/23026835
笑傲江湖,https://live.metshop.top/yy/1354930909
【神雕侠侣】金庸经典,https://live.metshop.top/yy/1382704651
少年包青天,https://live.metshop.top/yy/1382651363
薛元帅传奇,https://live.metshop.top/yy/31313785
破案港剧,https://live.metshop.top/yy/1350670730
经典动漫,https://live.metshop.top/yy/22777075
经典动漫1,https://live.metshop.top/yy/24180320
神探狄仁杰,https://live.metshop.top/yy/38338029
神探狄仁杰1,https://live.metshop.top/yy/1461133588
少年歌行【蓝光】,https://live.metshop.top/yy/1450556636
吃鱼了,https://live.metshop.top/yy/1382764587
新三国,https://live.metshop.top/yy/26744898
【电影】超然巨作,https://live.metshop.top/yy/29170933
天道-9.2高分好剧,https://live.metshop.top/yy/1382735574
神探狄仁杰2,https://live.metshop.top/yy/1382736907
【天龙八部】,https://live.metshop.top/yy/28996058
德爷单挑荒野,https://live.metshop.top/yy/27772604
案发现场（1-3）,https://live.metshop.top/yy/31368110
经典港片电影,https://live.metshop.top/yy/1382793140
科幻片场,https://live.metshop.top/yy/30668277
超经典,https://live.metshop.top/yy/1450496699
正阳门下小女人,https://live.metshop.top/yy/1508778570
士兵突击,https://live.metshop.top/yy/1382828766
读心神探,https://live.metshop.top/yy/1382736875
二龙湖浩哥【经典搞笑】,https://live.metshop.top/yy/28205255
经典港片 3000部,https://live.metshop.top/yy/1353059120
皮蛋影视 正在直播,https://live.metshop.top/yy/23055599
地下交通站,https://live.metshop.top/yy/1382736795
为什么你一直是单身,https://live.metshop.top/yy/89431014
三国演义94年经典版,https://live.metshop.top/yy/1354936241
